Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,User created at,CV Last updated by owner,CV Last updated,Years of education,Years since first work experience,Access roles,Has profile image,Owns a reference project,Read and understood privacy notice,SFIA Level,CPD Level,CPD Band,CPD Label
Denise Webster,int:Denise Webster,int:Consultant Data Scientist,denise.webster@mail.test,denisewebster,ext_dc22c574,dc22c574,cv_dc22c574,243.338.0054x5228,661-493-1837x45508,1977,AI/ML,United Kingdom,2022-01-16,2025-07-15,2025-01-26,11,24,Country Manager,False,True,False,3,2,L,CPD2L
Stefanie Gonzalez,int:Stefanie Gonzalez,int:Principal Data Scientist,stefanie.gonzalez@example.org,stefaniegonzalez,ext_6a83e8bc,6a83e8bc,cv_6a83e8bc,001-289-310-7711x991,(313)452-4787,2002,AI/ML,Ireland,2024-05-25,2024-11-28,2024-11-19,19,18,Administrator,True,True,False,5,3,L,CPD3L
Andrew Hernandez,int:Andrew Hernandez,int:Lead Data Engineer,andrew.hernandez@example.com,andrewhernandez,ext_eaad8b80,eaad8b80,cv_eaad8b80,+1-455-321-3760x3754,856-953-2863x266,1978,Data Engineering,United Kingdom,2022-04-25,2025-04-18,2025-04-19,12,11,Administrator,True,True,False,6,4,E,CPD4E
David Caldwell,int:David Caldwell,int:Senior ML Engineer,david.caldwell@example.com,davidcaldwell,ext_959c366d,959c366d,cv_959c366d,250.872.0811x55626,001-602-490-8466x84550,1977,AI/ML,Slovenia,2023-10-08,2025-07-20,2024-11-29,12,1,Administrator,False,True,True,4,3,E,CPD3E
Anne Robinson,int:Anne Robinson,int:Consultant Frontend Engineer,anne.robinson@example.com,annerobinson,ext_56923389,56923389,cv_56923389,001-367-238-9975x634,+1-656-728-8431,2000,Software Engineering,United Kingdom,2019-02-04,2025-08-24,2025-08-09,12,13,Country Manager,False,False,True,3,2,L,CPD2L
Holly Wang,int:Holly Wang,int:Senior AWS Engineer,holly.wang@example.org,hollywang,ext_36ac8535,36ac8535,cv_36ac8535,001-620-708-9434x68105,501-574-9075,1994,Cloud Engineering,USA,2023-05-19,2024-11-28,2025-06-02,13,3,User,True,False,False,4,3,E,CPD3E
Gary Lawson,int:Gary Lawson,int:Principal Python Developer,gary.lawson@example.org,garylawson,ext_da019610,da019610,cv_da019610,(544)792-6831x589,912.366.1106x273,1988,Data Engineering,United Kingdom,2021-06-15,2025-07-13,2025-02-23,18,4,User,False,False,True,5,3,L,CPD3L
Julie Wilson,int:Julie Wilson,int:Lead Enterprise Architect,julie.wilson@example.org,juliewilson,ext_20053d9e,20053d9e,cv_20053d9e,(986)898-8649x767,(328)527-7288,1971,Architecture,Slovenia,2023-09-30,2025-04-13,2025-06-18,16,10,Country Manager,False,False,True,6,4,E,CPD4E
Lori Oconnell,int:Lori Oconnell,int:Principal .NET Engineer,lori.oconnell@example.org,lorioconnell,ext_85d1778a,85d1778a,cv_85d1778a,670.228.5196x115,221.654.5447x02296,1996,Software Engineering,United Kingdom,2024-11-10,2025-06-03,2025-03-30,12,25,User,True,False,False,5,3,L,CPD3L
Daniel Johnson,int:Daniel Johnson,int:Principal .NET Engineer,daniel.johnson@mail.test,danieljohnson,ext_409a9508,409a9508,cv_409a9508,632-970-1851x0679,867-892-2877x72519,1973,Software Engineering,Australia,2023-01-26,2025-10-03,2025-02-20,11,3,Country Manager,True,False,False,5,3,L,CPD3L
Larry Byrd,int:Larry Byrd,int:Principal Oracle Engineer,larry.byrd@mail.test,larrybyrd,ext_0f30b926,0f30b926,cv_0f30b926,265.680.7412,+1-518-913-9890,1978,Cloud Engineering,Slovenia,2021-08-17,2025-08-24,2025-09-02,10,25,User,True,False,True,5,3,L,CPD3L
Susan Sanders,int:Susan Sanders,int:Principal Cloud Architect,susan.sanders@example.com,susansanders,ext_7d6e444f,7d6e444f,cv_7d6e444f,701.882.0433x97189,001-707-805-6260,1996,Architecture,Slovenia,2022-08-21,2025-11-09,2025-03-26,11,5,User,True,True,False,5,3,L,CPD3L
Jennifer Jones,int:Jennifer Jones,int:Principal C# Developer,jennifer.jones@example.com,jenniferjones,ext_8e1855c3,8e1855c3,cv_8e1855c3,611-818-2422x412,+1-720-695-2004x61526,1983,Software Engineering,Australia,2023-06-11,2025-07-13,2025-02-08,17,14,User,False,True,True,5,3,L,CPD3L
Hannah Burton,int:Hannah Burton,int:Associate .NET Engineer,hannah.burton@mail.test,hannahburton,ext_bba4c25b,bba4c25b,cv_bba4c25b,(610)233-9937x8861,578-461-7063x04891,1979,Software Engineering,Spain,2024-03-18,2025-10-02,2025-10-21,10,5,Administrator,True,False,False,2,1,E,CPD1E
Curtis Barton,int:Curtis Barton,int:Senior Data Platform Engineer,curtis.barton@mail.test,curtisbarton,ext_31e6f19c,31e6f19c,cv_31e6f19c,896-971-8325x8238,6076942007,1997,Data Engineering,United Kingdom,2019-05-20,2025-05-05,2025-10-12,11,25,Country Manager,False,False,False,4,3,E,CPD3E
Melissa Burke,int:Melissa Burke,int:Consultant Databricks Engineer,melissa.burke@mail.test,melissaburke,ext_6dac032d,6dac032d,cv_6dac032d,+1-865-339-8402x89141,(684)963-9855,1975,Data Engineering,India,2018-01-31,2025-09-21,2025-01-27,18,14,Country Manager,True,True,True,3,2,L,CPD2L
David Riggs,int:David Riggs,int:Principal C# Developer,david.riggs@example.org,davidriggs,ext_69565a0c,69565a0c,cv_69565a0c,935-253-7950x209,2269876811,1986,Software Engineering,Spain,2021-01-31,2025-02-22,2024-12-27,14,17,User,False,True,False,5,3,L,CPD3L
Kimberly Reed,int:Kimberly Reed,int:Principal Delivery Manager,kimberly.reed@example.org,kimberlyreed,ext_495c05d3,495c05d3,cv_495c05d3,+1-215-569-5620x17537,001-604-953-1943x3750,1980,Delivery Management,United Kingdom,2025-11-09,2025-04-18,2025-10-23,17,21,Administrator,True,True,False,5,3,L,CPD3L
Ross Wood,int:Ross Wood,int:Associate Azure Engineer,ross.wood@example.com,rosswood,ext_0e7ed3cc,0e7ed3cc,cv_0e7ed3cc,001-593-403-6149x872,692-512-4938,1980,Cloud Engineering,India,2018-02-19,2025-09-18,2024-11-29,11,10,Country Manager,False,False,True,2,1,E,CPD1E
William Peterson,int:William Peterson,int:Consultant Oracle Engineer,william.peterson@example.com,williampeterson,ext_eb41e043,eb41e043,cv_eb41e043,+1-308-994-8706x05664,558.703.0468x7506,1979,Cloud Engineering,USA,2023-09-13,2025-03-14,2025-08-28,20,16,Country Manager,False,True,True,3,2,L,CPD2L
Melissa Short,int:Melissa Short,int:Senior Kubernetes Engineer,melissa.short@example.com,melissashort,ext_39c223c7,39c223c7,cv_39c223c7,790-636-1332,510-376-0954,1971,Cloud Engineering,India,2020-01-12,2025-05-18,2025-10-13,18,18,Country Manager,True,True,False,4,3,E,CPD3E
Daniel Yu,int:Daniel Yu,int:Principal DevOps Engineer,daniel.yu@example.org,danielyu,ext_6a35b585,6a35b585,cv_6a35b585,335.305.8319x9717,6068512070,2002,Cloud Engineering,Ireland,2024-01-06,2024-11-17,2025-10-30,12,20,User,True,False,False,5,3,L,CPD3L
Cynthia Poole,int:Cynthia Poole,int:Senior Data Engineer,cynthia.poole@mail.test,cynthiapoole,ext_28120250,28120250,cv_28120250,810-580-4661,+1-990-776-7699x150,1996,Data Engineering,United Kingdom,2022-06-25,2025-09-29,2025-04-02,12,4,Administrator,False,True,True,4,3,E,CPD3E
Jasmine Graham,int:Jasmine Graham,int:Consultant AI Engineer,jasmine.graham@example.com,jasminegraham,ext_b0567df2,b0567df2,cv_b0567df2,001-431-610-9193,(867)797-2320x024,1989,AI/ML,Australia,2020-06-14,2025-10-28,2025-03-25,15,5,User,True,True,True,3,2,L,CPD2L
Jessica Sheppard,int:Jessica Sheppard,int:Consultant Data Platform Engineer,jessica.sheppard@mail.test,jessicasheppard,ext_ff1f14eb,ff1f14eb,cv_ff1f14eb,498-222-7495x4508,388.706.5333,1973,Data Engineering,India,2022-02-19,2024-12-23,2025-07-31,11,17,Country Manager,False,True,False,3,2,L,CPD2L
Joseph Morton,int:Joseph Morton,int:Senior MLOps Engineer,joseph.morton@example.org,josephmorton,ext_f4c91dcf,f4c91dcf,cv_f4c91dcf,677.895.9959,921-770-7303x37933,1996,Data Engineering,United Kingdom,2018-05-08,2025-01-01,2025-02-02,12,6,Administrator,False,True,True,4,3,E,CPD3E
Amanda Webb,int:Amanda Webb,int:Senior Full-stack Engineer,amanda.webb@example.org,amandawebb,ext_848f1fef,848f1fef,cv_848f1fef,001-463-662-0501x5081,439.750.0334x234,1985,Software Engineering,United Kingdom,2024-04-15,2025-01-06,2025-05-26,19,8,User,True,True,False,4,3,E,CPD3E
Ryan Simon,int:Ryan Simon,int:Lead Enterprise Architect,ryan.simon@example.com,ryansimon,ext_16104669,16104669,cv_16104669,+1-432-830-2410,+1-315-334-7355x2896,1971,Architecture,United Kingdom,2024-09-08,2025-01-04,2025-05-17,11,14,Country Manager,False,True,False,6,4,E,CPD4E
Joseph Christian,int:Joseph Christian,int:Consultant Oracle Engineer,joseph.christian@mail.test,josephchristian,ext_be2b9125,be2b9125,cv_be2b9125,(823)538-6559,2996384253,1997,Cloud Engineering,United Kingdom,2019-07-05,2025-03-20,2025-07-20,17,4,Administrator,False,False,False,3,2,L,CPD2L
Mariah Miller,int:Mariah Miller,int:Senior Scrum Master,mariah.miller@example.com,mariahmiller,ext_392c655d,392c655d,cv_392c655d,(489)873-1791,001-885-278-7255x87774,1991,Delivery Management,United Kingdom,2021-06-24,2025-03-17,2025-09-19,15,15,Administrator,False,True,True,4,3,E,CPD3E
Nicole Sanchez,int:Nicole Sanchez,int:Senior DevOps Engineer,nicole.sanchez@example.com,nicolesanchez,ext_80f92f0e,80f92f0e,cv_80f92f0e,833.473.6346,(248)912-1478x539,1976,Cloud Engineering,Australia,2020-03-06,2025-04-24,2025-01-17,11,11,Administrator,True,False,False,4,3,E,CPD3E
Steven Bishop,int:Steven Bishop,int:Principal Data Engineer,steven.bishop@example.com,stevenbishop,ext_0e7282c8,0e7282c8,cv_0e7282c8,495.967.7665x75460,341.651.4888,1992,Data Engineering,India,2025-02-18,2025-08-19,2024-12-11,19,14,Country Manager,False,False,True,5,3,L,CPD3L
Nicholas Johnson,int:Nicholas Johnson,int:Principal ML Engineer,nicholas.johnson@example.org,nicholasjohnson,ext_e30d3638,e30d3638,cv_e30d3638,511.715.0835,844-839-2840x445,1975,AI/ML,Slovenia,2019-03-27,2025-06-11,2025-04-22,15,18,User,True,False,True,5,3,L,CPD3L
Melissa White,int:Melissa White,int:Senior Full-stack Engineer,melissa.white@mail.test,melissawhite,ext_b069f045,b069f045,cv_b069f045,001-907-582-6333,298.777.5153x66377,1988,Software Engineering,United Kingdom,2020-05-01,2024-12-12,2025-08-31,11,7,User,True,True,True,4,3,E,CPD3E
Jason Salinas,int:Jason Salinas,int:Senior MLOps Engineer,jason.salinas@mail.test,jasonsalinas,ext_fe907c5a,fe907c5a,cv_fe907c5a,(892)840-7553,+1-868-845-9090x22599,1980,Data Engineering,Ireland,2023-07-27,2025-10-01,2025-01-21,14,19,User,False,False,False,4,3,E,CPD3E
Matthew Beard,int:Matthew Beard,int:Senior .NET Engineer,matthew.beard@example.org,matthewbeard,ext_a4f34f96,a4f34f96,cv_a4f34f96,961.686.3715,421-582-0970,1971,Software Engineering,India,2021-09-25,2025-10-31,2025-07-18,10,23,User,False,True,False,4,3,E,CPD3E
Jacqueline Hill,int:Jacqueline Hill,int:Lead Data Platform Engineer,jacqueline.hill@example.com,jacquelinehill,ext_c2dd10f2,c2dd10f2,cv_c2dd10f2,264-733-4817,502.456.6212x86716,1993,Data Engineering,India,2021-08-06,2025-02-04,2025-05-03,20,6,Country Manager,False,True,True,6,4,E,CPD4E
Alejandro Vaughan,int:Alejandro Vaughan,int:Senior Azure Engineer,alejandro.vaughan@mail.test,alejandrovaughan,ext_58678969,58678969,cv_58678969,546.972.9949,930-927-1693x859,1976,Cloud Engineering,Ireland,2024-05-14,2025-09-07,2025-10-03,20,1,Administrator,True,False,False,4,3,E,CPD3E
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_a61279a5,a61279a5,cv_a61279a5,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,2020-10-11,2025-08-12,2025-04-12,18,15,User,False,False,True,4,3,E,CPD3E
Tracy Chang,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_1784c6ac,1784c6ac,cv_1784c6ac,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,2019-10-01,2025-01-22,2025-03-14,10,2,User,False,False,True,4,3,E,CPD3E
Hannah Brewer,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_c0059501,c0059501,cv_c0059501,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,2024-12-30,2025-05-24,2025-02-15,13,16,User,True,False,True,6,4,E,CPD4E
Travis Mcguire,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_9820ff68,9820ff68,cv_9820ff68,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,2021-12-01,2024-12-28,2025-03-18,12,2,Country Manager,False,False,True,4,3,E,CPD3E
Christopher Walker,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_0903c429,0903c429,cv_0903c429,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,2020-06-09,2025-01-04,2025-06-25,18,3,Administrator,False,False,True,6,4,E,CPD4E
Heather Torres,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_c17a4a9f,c17a4a9f,cv_c17a4a9f,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,2019-03-29,2024-11-22,2025-07-18,20,15,User,False,True,False,6,4,E,CPD4E
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_89c0ee25,89c0ee25,cv_89c0ee25,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,2019-03-13,2024-12-24,2025-08-22,16,25,Administrator,False,True,False,2,1,E,CPD1E
Alyssa Coleman,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_56ff7d3e,56ff7d3e,cv_56ff7d3e,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,2025-04-14,2025-05-05,2024-12-01,16,16,Administrator,False,False,True,4,3,E,CPD3E
Julie Rivera,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_48e8b858,48e8b858,cv_48e8b858,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,2022-08-21,2025-04-08,2025-01-07,20,11,Country Manager,True,True,False,4,3,E,CPD3E
Jacqueline Nelson,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_e8e6646c,e8e6646c,cv_e8e6646c,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,2018-07-15,2024-12-04,2024-11-27,17,25,User,True,True,False,3,2,L,CPD2L
John Martinez,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_0ece4c45,0ece4c45,cv_0ece4c45,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,2021-04-06,2025-07-10,2025-08-09,20,15,Administrator,False,True,False,2,1,E,CPD1E
James Wilson,int:James Wilson,int:Principal MLOps Engineer,james.wilson@mail.test,jameswilson,ext_46027855,46027855,cv_46027855,823.800.8576,001-556-874-9160x1692,1981,Data Engineering,India,2019-02-25,2025-09-20,2024-11-24,11,3,User,True,False,True,5,3,L,CPD3L
Amanda Gill,int:Amanda Gill,int:Principal Python Developer,amanda.gill@example.org,amandagill,ext_d110b8d2,d110b8d2,cv_d110b8d2,758-275-0663x370,001-324-397-2439x920,1985,Data Engineering,Ireland,2021-02-01,2025-05-04,2025-05-01,14,6,User,True,False,True,5,3,L,CPD3L
Jacob Robinson,int:Jacob Robinson,int:Senior Data Platform Engineer,jacob.robinson@example.com,jacobrobinson,ext_444ae1d2,444ae1d2,cv_444ae1d2,+1-866-691-8362x6448,001-961-219-5243x6402,1996,Data Engineering,United Kingdom,2025-02-04,2025-09-03,2025-02-12,19,13,Country Manager,True,False,True,4,3,E,CPD3E
Todd Hardy,int:Todd Hardy,int:Head of Business Analysis,todd.hardy@example.org,toddhardy,ext_bd5bf080,bd5bf080,cv_bd5bf080,716-486-4622,001-223-472-8179x323,1984,Head of Business Analysis,United Kingdom,2024-09-18,2025-03-06,2025-08-31,11,19,Administrator,False,False,True,6,4,E,CPD4E
Tiffany Warren,int:Tiffany Warren,int:Principal ML Engineer,tiffany.warren@mail.test,tiffanywarren,ext_66b30a39,66b30a39,cv_66b30a39,001-334-767-9121x41614,2932771004,1985,AI/ML,United Kingdom,2024-03-05,2025-04-06,2025-04-23,16,19,User,True,False,False,5,3,L,CPD3L
Justin Garcia,int:Justin Garcia,int:Principal C# Developer,justin.garcia@mail.test,justingarcia,ext_5c8ecb43,5c8ecb43,cv_5c8ecb43,938-706-9847,+1-765-755-5356x690,1998,Software Engineering,United Kingdom,2024-07-07,2024-12-27,2024-12-19,15,22,User,False,False,True,5,3,L,CPD3L
James Perez,int:James Perez,int:Associate DevOps Engineer,james.perez@example.org,jamesperez,ext_a6f4a5f8,a6f4a5f8,cv_a6f4a5f8,607-562-0918,(779)978-6305x050,1997,Cloud Engineering,India,2022-08-16,2025-06-15,2024-11-24,12,18,User,True,False,True,2,1,E,CPD1E
Harry Smith,int:Harry Smith,int:Principal Backend Engineer,harry.smith@example.com,harrysmith,ext_20be00d0,20be00d0,cv_20be00d0,397.869.1567,993-428-9802x7148,1973,Software Engineering,United Kingdom,2018-10-12,2025-03-10,2025-04-30,12,2,Country Manager,True,True,True,5,3,L,CPD3L
Amanda Hill,int:Amanda Hill,int:Principal Frontend Engineer,amanda.hill@example.com,amandahill,ext_dfcd198f,dfcd198f,cv_dfcd198f,417.783.3321x160,(343)747-1287x1539,1969,Software Engineering,India,2025-06-17,2025-07-30,2024-12-16,15,24,Country Manager,True,False,True,5,3,L,CPD3L
Terri Tran,int:Terri Tran,int:Consultant ML Engineer,terri.tran@example.com,territran,ext_53ea5d85,53ea5d85,cv_53ea5d85,(568)363-3414x1115,001-552-856-9040,1982,AI/ML,Australia,2025-01-24,2025-07-14,2024-11-21,17,21,Administrator,True,False,True,3,2,L,CPD2L
Heidi Martinez,int:Heidi Martinez,int:Senior Python Developer,heidi.martinez@example.org,heidimartinez,ext_ad0a1ca8,ad0a1ca8,cv_ad0a1ca8,(455)628-9931x60875,777.629.4209,1974,Data Engineering,United Kingdom,2020-10-04,2025-01-15,2025-01-04,19,3,User,True,True,False,4,3,E,CPD3E
Miranda Henry,int:Miranda Henry,int:Principal Analytics Engineer,miranda.henry@example.com,mirandahenry,ext_90bb2866,90bb2866,cv_90bb2866,214.497.3746x05233,364.620.8656x7566,1993,Data Engineering,United Kingdom,2022-03-28,2025-10-14,2025-09-15,15,7,Administrator,True,True,False,5,3,L,CPD3L
Monique Andrews,int:Monique Andrews,int:Senior Data Platform Engineer,monique.andrews@example.org,moniqueandrews,ext_093f85fa,093f85fa,cv_093f85fa,438-961-2590x4729,001-874-823-3305x912,1996,Data Engineering,USA,2023-02-22,2025-03-11,2025-10-05,12,4,User,False,True,True,4,3,E,CPD3E
Taylor Alexander,int:Taylor Alexander,int:Senior ML Engineer,taylor.alexander@example.com,tayloralexander,ext_75b25539,75b25539,cv_75b25539,+1-820-515-7201x85962,3139674926,1994,AI/ML,United Kingdom,2018-02-05,2025-07-16,2025-08-18,13,5,Country Manager,False,False,False,4,3,E,CPD3E
Jack Williams,int:Jack Williams,int:Associate Frontend Engineer,jack.williams@example.org,jackwilliams,ext_ba5a9911,ba5a9911,cv_ba5a9911,+1-264-975-0111x1783,319-426-7649x215,1987,Software Engineering,United Kingdom,2021-12-22,2025-01-03,2025-05-14,18,8,Country Manager,True,True,True,2,1,E,CPD1E
Shelley Woods,int:Shelley Woods,int:Consultant Frontend Engineer,shelley.woods@mail.test,shelleywoods,ext_b641acae,b641acae,cv_b641acae,(306)488-8718x9813,+1-320-687-5102x932,1985,Software Engineering,India,2025-04-12,2025-08-26,2024-12-07,12,22,Administrator,False,False,True,3,2,L,CPD2L
Lynn Morales,int:Lynn Morales,int:Consultant Backend Engineer,lynn.morales@example.org,lynnmorales,ext_b8ed5c33,b8ed5c33,cv_b8ed5c33,001-601-918-4582x60340,(597)358-5988,1995,Software Engineering,United Kingdom,2023-01-21,2025-11-01,2025-03-12,10,4,Country Manager,True,True,True,3,2,L,CPD2L
Charles Soto,int:Charles Soto,int:Senior Scrum Master,charles.soto@example.com,charlessoto,ext_aae6e5ac,aae6e5ac,cv_aae6e5ac,+1-603-403-2432x98395,001-896-418-4462x6714,1988,Delivery Management,United Kingdom,2021-03-05,2025-09-26,2025-07-17,13,25,Administrator,True,False,True,4,3,E,CPD3E
Brian Hernandez,int:Brian Hernandez,int:Associate Data Engineer,brian.hernandez@example.com,brianhernandez,ext_f0b8ba3c,f0b8ba3c,cv_f0b8ba3c,+1-431-843-5989,(356)360-9314,1998,Data Engineering,United Kingdom,2019-04-25,2025-05-01,2025-05-08,16,5,Country Manager,True,False,True,2,1,E,CPD1E
Anna Torres,int:Anna Torres,int:Head of Microsoft Apps Engineering,anna.torres@mail.test,annatorres,ext_f7ee52ec,f7ee52ec,cv_f7ee52ec,+1-886-515-1554x23401,(611)328-4971x8594,1980,Head of Microsoft Apps Engineering,Slovenia,2022-02-09,2025-03-22,2025-03-26,19,2,Administrator,False,True,True,6,4,E,CPD4E
Victoria Wilson,int:Victoria Wilson,int:Senior Data Platform Engineer,victoria.wilson@example.org,victoriawilson,ext_d167b87d,d167b87d,cv_d167b87d,8259625889,001-624-208-2226,1978,Data Engineering,Ireland,2019-05-24,2025-03-24,2025-06-26,11,14,User,False,True,False,4,3,E,CPD3E
Kathy Obrien,int:Kathy Obrien,int:Consultant Azure Engineer,kathy.obrien@example.com,kathyobrien,ext_0d7eff55,0d7eff55,cv_0d7eff55,001-853-596-7275x7844,314-665-1113x1290,1988,Cloud Engineering,USA,2021-01-02,2025-10-26,2025-03-20,19,5,User,True,False,True,3,2,L,CPD2L
Krystal Perez,int:Krystal Perez,int:Principal Enterprise Architect,krystal.perez@example.com,krystalperez,ext_8218efa7,8218efa7,cv_8218efa7,+1-370-868-2778,2939068538,1974,Architecture,India,2020-10-19,2025-09-09,2025-05-16,11,18,Country Manager,True,False,True,5,3,L,CPD3L
Alexandra Hayes,int:Alexandra Hayes,int:Principal AI Engineer,alexandra.hayes@example.org,alexandrahayes,ext_163f78b2,163f78b2,cv_163f78b2,(283)821-5285,662.551.5381x4474,1987,AI/ML,Spain,2024-01-23,2025-09-06,2024-11-20,19,24,User,True,False,False,5,3,L,CPD3L
Scott Dalton,int:Scott Dalton,int:Associate C# Developer,scott.dalton@example.org,scottdalton,ext_082ef35a,082ef35a,cv_082ef35a,9962348079,(709)275-4510x526,1992,Software Engineering,Ireland,2018-02-16,2025-01-02,2025-05-28,14,14,Country Manager,False,True,True,2,1,E,CPD1E
Veronica Torres,int:Veronica Torres,int:Associate Backend Engineer,veronica.torres@mail.test,veronicatorres,ext_1debe850,1debe850,cv_1debe850,367-931-8826,8244376545,1975,Software Engineering,United Kingdom,2021-07-31,2024-12-19,2025-02-02,19,2,Country Manager,False,False,True,2,1,E,CPD1E
Christine Lynch,int:Christine Lynch,int:Consultant Azure Engineer,christine.lynch@mail.test,christinelynch,ext_aca9dc7f,aca9dc7f,cv_aca9dc7f,+1-241-777-2256,001-531-934-0266x502,1989,Cloud Engineering,India,2023-03-14,2025-05-19,2025-07-02,20,16,User,True,True,False,3,2,L,CPD2L
Jody Meza,int:Jody Meza,int:Senior Python Developer,jody.meza@mail.test,jodymeza,ext_f94138dc,f94138dc,cv_f94138dc,+1-341-267-8725x68621,(225)880-3056,1990,Data Engineering,USA,2020-10-19,2024-12-06,2024-11-26,17,23,Country Manager,False,False,False,4,3,E,CPD3E
Jared Clark,int:Jared Clark,int:Consultant Databricks Engineer,jared.clark@example.com,jaredclark,ext_2dcf0919,2dcf0919,cv_2dcf0919,344.671.6392x8234,001-536-337-1892x392,1973,Data Engineering,United Kingdom,2021-06-29,2024-11-24,2025-09-01,11,4,Administrator,True,False,True,3,2,L,CPD2L
Donna Moore,int:Donna Moore,int:Senior C# Developer,donna.moore@mail.test,donnamoore,ext_f72c60ac,f72c60ac,cv_f72c60ac,(560)343-2609,9662843356,1994,Software Engineering,United Kingdom,2018-03-22,2025-06-19,2025-08-11,17,12,User,False,False,True,4,3,E,CPD3E
Glenn Jones,int:Glenn Jones,int:Principal Oracle Engineer,glenn.jones@example.com,glennjones,ext_363b08b9,363b08b9,cv_363b08b9,260.241.4545x63502,4536474916,1989,Cloud Engineering,United Kingdom,2021-04-04,2025-03-26,2025-06-13,20,21,User,False,False,False,5,3,L,CPD3L
Aaron Hayes,int:Aaron Hayes,int:Senior Data Platform Engineer,aaron.hayes@example.com,aaronhayes,ext_cbd151d0,cbd151d0,cv_cbd151d0,755.541.1082x5559,+1-543-996-1129x1093,1998,Data Engineering,Ireland,2021-09-14,2025-01-03,2025-08-25,12,12,Country Manager,False,False,True,4,3,E,CPD3E
Brittney Carter,int:Brittney Carter,int:Consultant Data Engineer,brittney.carter@mail.test,brittneycarter,ext_cf513d6e,cf513d6e,cv_cf513d6e,418-295-4738,(336)884-8557,1978,Data Engineering,Ireland,2023-03-17,2025-05-10,2025-08-13,15,19,Administrator,True,False,False,3,2,L,CPD2L
Jesse Mann,int:Jesse Mann,int:Principal Cloud Architect,jesse.mann@mail.test,jessemann,ext_e56a5579,e56a5579,cv_e56a5579,476-688-0294,4909367881,1977,Architecture,Slovenia,2021-09-10,2025-03-05,2025-09-02,18,10,Country Manager,True,True,False,5,3,L,CPD3L
Jacqueline Gibson,int:Jacqueline Gibson,int:Principal Analytics Engineer,jacqueline.gibson@mail.test,jacquelinegibson,ext_9f1bfd81,9f1bfd81,cv_9f1bfd81,001-286-986-6943x20293,684.243.4481x23083,2000,Data Engineering,Ireland,2022-02-28,2024-11-28,2025-09-19,17,10,User,True,False,False,5,3,L,CPD3L
Grace Bradshaw,int:Grace Bradshaw,int:Senior Solution Architect,grace.bradshaw@example.org,gracebradshaw,ext_0af6a24a,0af6a24a,cv_0af6a24a,+1-724-724-0338x1059,284-726-9450,1969,Architecture,United Kingdom,2021-05-15,2025-01-08,2024-12-22,17,12,User,True,False,True,4,3,E,CPD3E
Kristin Weber,int:Kristin Weber,int:Senior Data Platform Engineer,kristin.weber@example.org,kristinweber,ext_3cc687a1,3cc687a1,cv_3cc687a1,642.540.8916,435.943.9627x365,1969,Data Engineering,India,2024-12-08,2025-03-09,2025-06-06,20,22,User,True,False,True,4,3,E,CPD3E
Donna Peck,int:Donna Peck,int:Senior ML Engineer,donna.peck@example.org,donnapeck,ext_85b22b2a,85b22b2a,cv_85b22b2a,472-672-2397,3428269312,1993,AI/ML,India,2024-03-20,2025-05-23,2025-05-20,15,13,User,False,True,False,4,3,E,CPD3E
Ronald Stephens,int:Ronald Stephens,int:Senior Delivery Manager,ronald.stephens@example.com,ronaldstephens,ext_e36a6316,e36a6316,cv_e36a6316,876.818.2091,2102023142,1996,Delivery Management,Australia,2021-03-19,2025-01-19,2025-01-13,12,24,Country Manager,False,False,True,4,3,E,CPD3E
