Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Name,Organiser,Long description,Highlighted,Is official masterdata (in #{lang}),Attachments
SQL Advanced,int:Victoria Phillips,int:Senior Project Manager,victoria.phillips@example.org,victoriaphillips,ext_a59236e4,a59236e4,cv_a59236e4,+1-450-614-2576x27023,412-733-6132x8507,1994,Delivery Management,United Kingdom,Swedish,b2a23156,712a80ad,2025-02-16,2024-12-30,10,2018,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3a35b633,3a35b633,cv_3a35b633,378-863-7673,(352)765-4696,1973,Architecture,Ireland,Swedish,81fa87d8,a6a9ba84,2024-08-06,2024-05-02,7,2020,Azure Fundamentals,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3a35b633,3a35b633,cv_3a35b633,378-863-7673,(352)765-4696,1973,Architecture,Ireland,Swedish,fa2e213c,8576b50b,2025-01-25,2024-12-29,4,2025,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3a35b633,3a35b633,cv_3a35b633,378-863-7673,(352)765-4696,1973,Architecture,Ireland,Swedish,568bc623,90535368,2024-05-17,2024-11-30,10,2018,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3a35b633,3a35b633,cv_3a35b633,378-863-7673,(352)765-4696,1973,Architecture,Ireland,Swedish,97029684,b3aa71b5,2025-06-21,2025-02-21,4,2019,Databricks Lakehouse,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3a35b633,3a35b633,cv_3a35b633,378-863-7673,(352)765-4696,1973,Architecture,Ireland,Swedish,299d3665,6e073ae6,2024-12-07,2024-08-12,6,2022,Azure Fundamentals,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Tiffany Barrett,int:Principal Data Architect,tiffany.barrett@example.com,tiffanybarrett,ext_3a35b633,3a35b633,cv_3a35b633,378-863-7673,(352)765-4696,1973,Architecture,Ireland,Swedish,a199bf32,277e0b27,2024-08-28,2024-10-23,3,2021,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:Yes,
AWS Solutions Architect,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_e5192ac0,e5192ac0,cv_e5192ac0,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,British,010ccb6c,24416a0e,2024-03-16,2024-01-02,11,2019,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_e5192ac0,e5192ac0,cv_e5192ac0,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,British,88e999eb,5d932492,2024-11-18,2025-06-19,1,2022,Power BI,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_e5192ac0,e5192ac0,cv_e5192ac0,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,British,e67d9e48,311487cc,2024-06-05,2024-01-24,8,2021,Databricks Lakehouse,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_e5192ac0,e5192ac0,cv_e5192ac0,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,British,f86e90a2,df23e95e,2023-11-30,2024-10-21,11,2025,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:No,
Azure Fundamentals,int:Joshua Knight,int:Principal Enterprise Architect,joshua.knight@example.org,joshuaknight,ext_e5192ac0,e5192ac0,cv_e5192ac0,890.339.2355x5809,+1-832-473-0346x1562,1969,Architecture,Spain,British,1b762d33,91b0db63,2025-11-09,2023-11-25,3,2020,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Gina Garner,int:Principal AWS Engineer,gina.garner@example.org,ginagarner,ext_973d8e71,973d8e71,cv_973d8e71,346-770-4622x6817,+1-816-202-5298x67076,1974,Cloud Engineering,India,British,d718da73,dc016a3d,2024-12-31,2024-07-05,12,2018,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Gina Garner,int:Principal AWS Engineer,gina.garner@example.org,ginagarner,ext_973d8e71,973d8e71,cv_973d8e71,346-770-4622x6817,+1-816-202-5298x67076,1974,Cloud Engineering,India,British,d95e75b7,e07e5eaf,2025-09-23,2025-11-09,3,2018,SQL Advanced,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Gina Garner,int:Principal AWS Engineer,gina.garner@example.org,ginagarner,ext_973d8e71,973d8e71,cv_973d8e71,346-770-4622x6817,+1-816-202-5298x67076,1974,Cloud Engineering,India,British,804d825e,6e074dbf,2024-04-24,2025-05-29,1,2020,SQL Advanced,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Brandon Obrien,int:Associate Data Scientist,brandon.obrien@example.org,brandonobrien,ext_890c61fa,890c61fa,cv_890c61fa,464-819-7857x5851,+1-961-820-5943,1987,AI/ML,United Kingdom,Polish,f6258522,fa8a58b5,2024-06-20,2024-04-02,2,2025,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Brandon Obrien,int:Associate Data Scientist,brandon.obrien@example.org,brandonobrien,ext_890c61fa,890c61fa,cv_890c61fa,464-819-7857x5851,+1-961-820-5943,1987,AI/ML,United Kingdom,Polish,add47791,da6274d7,2024-03-19,2024-11-19,5,2020,Power BI,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Justin Lindsey,int:Lead Solution Architect,justin.lindsey@example.com,justinlindsey,ext_3f1aad1f,3f1aad1f,cv_3f1aad1f,(808)663-2181x227,(479)338-9701x550,1972,Architecture,United Kingdom,British,a67216d7,750c2116,2025-06-08,2025-05-22,11,2022,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Justin Lindsey,int:Lead Solution Architect,justin.lindsey@example.com,justinlindsey,ext_3f1aad1f,3f1aad1f,cv_3f1aad1f,(808)663-2181x227,(479)338-9701x550,1972,Architecture,United Kingdom,British,47ddb425,d6be0b9d,2024-05-24,2024-07-12,12,2023,Power BI,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Catherine Gomez,int:Associate Solution Architect,catherine.gomez@example.com,catherinegomez,ext_09adb425,09adb425,cv_09adb425,(581)654-6602x4161,698-283-0597x3642,1976,Architecture,United Kingdom,Swedish,fad4f8ae,d38f817f,2024-09-29,2025-09-19,5,2024,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_f803f783,f803f783,cv_f803f783,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,Norwegian,09917af5,d7160636,2025-11-03,2025-07-31,10,2018,Power BI,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_f803f783,f803f783,cv_f803f783,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,Norwegian,6ca5cb6c,1e17fe29,2025-10-22,2024-09-02,1,2025,AWS Solutions Architect,Databricks,,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_f803f783,f803f783,cv_f803f783,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,Norwegian,13328f03,16c3d208,2024-11-26,2025-10-16,10,2021,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_f803f783,f803f783,cv_f803f783,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,Norwegian,dc3c915b,94888db4,2025-01-31,2025-09-02,6,2025,Power BI,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_f803f783,f803f783,cv_f803f783,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,Norwegian,9fe89fdf,52290b8e,2024-11-12,2025-08-24,11,2019,Power BI,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Erica Le,int:Principal Kubernetes Engineer,erica.le@mail.test,ericale,ext_f803f783,f803f783,cv_f803f783,+1-495-986-7805x5557,001-773-382-6460x9178,1989,Cloud Engineering,Australia,Norwegian,f2918cea,0c53e8c0,2024-11-29,2024-01-13,10,2019,Power BI,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Courtney Berger,int:Senior Python Developer,courtney.berger@example.com,courtneyberger,ext_e0c71e4d,e0c71e4d,cv_e0c71e4d,+1-811-763-3194x226,001-836-994-5515x88863,1969,Data Engineering,United Kingdom,Polish,91041382,058560dd,2025-07-10,2024-04-28,2,2024,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Courtney Berger,int:Senior Python Developer,courtney.berger@example.com,courtneyberger,ext_e0c71e4d,e0c71e4d,cv_e0c71e4d,+1-811-763-3194x226,001-836-994-5515x88863,1969,Data Engineering,United Kingdom,Polish,5ba9d01d,6a054816,2024-01-08,2025-07-19,11,2022,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Courtney Berger,int:Senior Python Developer,courtney.berger@example.com,courtneyberger,ext_e0c71e4d,e0c71e4d,cv_e0c71e4d,+1-811-763-3194x226,001-836-994-5515x88863,1969,Data Engineering,United Kingdom,Polish,44cc5827,dc6fb723,2025-02-18,2025-10-20,6,2022,Power BI,Databricks,Intensive 3-day workshop.,False,int:Yes,
AWS Solutions Architect,int:Courtney Berger,int:Senior Python Developer,courtney.berger@example.com,courtneyberger,ext_e0c71e4d,e0c71e4d,cv_e0c71e4d,+1-811-763-3194x226,001-836-994-5515x88863,1969,Data Engineering,United Kingdom,Polish,5d16be4d,0bdb12c6,2025-10-27,2025-11-07,3,2025,AWS Solutions Architect,Databricks,Intensive 3-day workshop.,True,int:No,
SQL Advanced,int:Scott Riley,int:Senior AWS Engineer,scott.riley@mail.test,scottriley,ext_4b7ea553,4b7ea553,cv_4b7ea553,+1-532-497-1509x688,953.927.3524x103,1981,Cloud Engineering,Spain,Norwegian,d1d1f25d,1e0f709a,2024-07-22,2024-09-15,5,2022,SQL Advanced,Databricks,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Scott Riley,int:Senior AWS Engineer,scott.riley@mail.test,scottriley,ext_4b7ea553,4b7ea553,cv_4b7ea553,+1-532-497-1509x688,953.927.3524x103,1981,Cloud Engineering,Spain,Norwegian,3e2dc870,fb0217c1,2025-04-08,2025-03-25,8,2022,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Scott Riley,int:Senior AWS Engineer,scott.riley@mail.test,scottriley,ext_4b7ea553,4b7ea553,cv_4b7ea553,+1-532-497-1509x688,953.927.3524x103,1981,Cloud Engineering,Spain,Norwegian,d3405cc2,7bc5b597,2025-01-07,2024-04-12,9,2018,AWS Solutions Architect,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Scott Riley,int:Senior AWS Engineer,scott.riley@mail.test,scottriley,ext_4b7ea553,4b7ea553,cv_4b7ea553,+1-532-497-1509x688,953.927.3524x103,1981,Cloud Engineering,Spain,Norwegian,8dfbeb5e,272aed53,2023-11-28,2025-07-25,1,2021,Power BI,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Jessica Davis,int:Principal Azure Engineer,jessica.davis@example.com,jessicadavis,ext_97c27b56,97c27b56,cv_97c27b56,797.432.7819,371.800.6876,1991,Cloud Engineering,United Kingdom,Norwegian,03fb0e7e,0d31a9f3,2024-11-18,2025-07-08,2,2021,SQL Advanced,Coursera,Intensive 3-day workshop.,False,int:No,
AWS Solutions Architect,int:Kenneth Burgess,int:Principal Azure Engineer,kenneth.burgess@mail.test,kennethburgess,ext_1505d5fd,1505d5fd,cv_1505d5fd,781-898-0770x460,001-887-761-1249x125,1981,Cloud Engineering,Spain,Polish,091f4ab5,f4f0df8f,2024-03-06,2025-05-12,4,2019,AWS Solutions Architect,Udemy,,False,int:Yes,certificate.pdf
Power BI,int:Kenneth Burgess,int:Principal Azure Engineer,kenneth.burgess@mail.test,kennethburgess,ext_1505d5fd,1505d5fd,cv_1505d5fd,781-898-0770x460,001-887-761-1249x125,1981,Cloud Engineering,Spain,Polish,a38b7eb6,19ac92db,2024-09-06,2024-01-22,8,2020,Power BI,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Gregory Anderson,int:Senior Analytics Engineer,gregory.anderson@mail.test,gregoryanderson,ext_c75b72d5,c75b72d5,cv_c75b72d5,(937)534-1517,001-645-247-5749x49022,1999,Data Engineering,Slovenia,Swedish,6b033231,3311b41c,2024-10-03,2023-12-08,11,2022,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Gregory Anderson,int:Senior Analytics Engineer,gregory.anderson@mail.test,gregoryanderson,ext_c75b72d5,c75b72d5,cv_c75b72d5,(937)534-1517,001-645-247-5749x49022,1999,Data Engineering,Slovenia,Swedish,d160190d,1ede1350,2024-11-19,2025-01-10,6,2020,Databricks Lakehouse,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Gregory Anderson,int:Senior Analytics Engineer,gregory.anderson@mail.test,gregoryanderson,ext_c75b72d5,c75b72d5,cv_c75b72d5,(937)534-1517,001-645-247-5749x49022,1999,Data Engineering,Slovenia,Swedish,2c7ea5b1,b67fa2dc,2024-02-08,2024-05-16,2,2018,SQL Advanced,Udemy,,True,int:No,certificate.pdf
AWS Solutions Architect,int:Gregory Anderson,int:Senior Analytics Engineer,gregory.anderson@mail.test,gregoryanderson,ext_c75b72d5,c75b72d5,cv_c75b72d5,(937)534-1517,001-645-247-5749x49022,1999,Data Engineering,Slovenia,Swedish,ab61273b,e21a0051,2024-07-31,2024-05-16,1,2023,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_7c5bc120,7c5bc120,cv_7c5bc120,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,British,aed180d2,071f5a55,2024-02-02,2025-07-04,10,2022,AWS Solutions Architect,Microsoft,,True,int:No,certificate.pdf
Databricks Lakehouse,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_7c5bc120,7c5bc120,cv_7c5bc120,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,British,cad57cca,0474a622,2025-04-17,2025-06-15,1,2024,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_7c5bc120,7c5bc120,cv_7c5bc120,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,British,33e1bcc7,586be32b,2024-09-05,2025-09-16,11,2023,AWS Solutions Architect,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_7c5bc120,7c5bc120,cv_7c5bc120,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,British,dd240e9d,8a7700b4,2024-07-20,2023-12-10,5,2020,Power BI,Databricks,,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_7c5bc120,7c5bc120,cv_7c5bc120,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,British,2daa1332,10fe00d9,2025-04-30,2024-02-16,2,2023,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Alyssa Mcintyre,int:Senior MLOps Engineer,alyssa.mcintyre@example.org,alyssamcintyre,ext_7c5bc120,7c5bc120,cv_7c5bc120,758-786-7925x298,(572)587-2760x1534,1995,Data Engineering,United Kingdom,British,0bbb1753,d4b69626,2025-03-08,2025-11-11,1,2018,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_5b07736f,5b07736f,cv_5b07736f,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,Swedish,8ddff764,6a033617,2024-06-10,2024-05-19,10,2024,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_5b07736f,5b07736f,cv_5b07736f,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,Swedish,a8c29d09,43621b1d,2023-12-13,2024-06-14,7,2021,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:No,
AWS Solutions Architect,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_5b07736f,5b07736f,cv_5b07736f,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,Swedish,61376d08,d37def89,2024-03-18,2025-09-10,3,2019,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_5b07736f,5b07736f,cv_5b07736f,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,Swedish,2b3c50ee,a0469197,2025-07-11,2024-09-21,10,2022,SQL Advanced,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_5b07736f,5b07736f,cv_5b07736f,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,Swedish,fb235793,cee24d0c,2025-01-05,2025-07-01,2,2023,Power BI,AWS,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Makayla Olson,int:Principal Data Platform Engineer,makayla.olson@example.com,makaylaolson,ext_5b07736f,5b07736f,cv_5b07736f,698.633.4233x720,531-928-4033,1987,Data Engineering,Ireland,Swedish,29c267d0,939b2d56,2024-12-09,2024-03-23,2,2018,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Lindsay Francis,int:Associate ML Engineer,lindsay.francis@example.org,lindsayfrancis,ext_37d582d7,37d582d7,cv_37d582d7,518.305.1371x717,+1-893-397-4909,1998,AI/ML,USA,Danish,3dbd5729,33b797dc,2024-10-07,2025-11-10,12,2021,Azure Fundamentals,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Matthew Wilson,int:Senior Kubernetes Engineer,matthew.wilson@example.org,matthewwilson,ext_6f46a50d,6f46a50d,cv_6f46a50d,001-773-999-7046x9472,944.248.3548x84712,1973,Cloud Engineering,India,British,5473a379,112bb25c,2025-03-07,2025-05-10,2,2020,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:No,
Databricks Lakehouse,int:Matthew Wilson,int:Senior Kubernetes Engineer,matthew.wilson@example.org,matthewwilson,ext_6f46a50d,6f46a50d,cv_6f46a50d,001-773-999-7046x9472,944.248.3548x84712,1973,Cloud Engineering,India,British,12f5da4f,71e8b781,2025-03-28,2024-10-28,4,2022,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Matthew Wilson,int:Senior Kubernetes Engineer,matthew.wilson@example.org,matthewwilson,ext_6f46a50d,6f46a50d,cv_6f46a50d,001-773-999-7046x9472,944.248.3548x84712,1973,Cloud Engineering,India,British,e2744296,10fccab7,2024-10-12,2024-09-24,4,2018,Power BI,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Sydney Taylor,int:Consultant Analytics Engineer,sydney.taylor@mail.test,sydneytaylor,ext_1d78e619,1d78e619,cv_1d78e619,587-372-2164x17582,001-433-748-4587x14939,1999,Data Engineering,United Kingdom,British,d922c250,fdde3422,2024-06-15,2023-12-28,1,2021,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Sydney Taylor,int:Consultant Analytics Engineer,sydney.taylor@mail.test,sydneytaylor,ext_1d78e619,1d78e619,cv_1d78e619,587-372-2164x17582,001-433-748-4587x14939,1999,Data Engineering,United Kingdom,British,3d1cf82b,4621de9a,2025-05-15,2024-04-27,4,2022,Azure Fundamentals,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Sydney Taylor,int:Consultant Analytics Engineer,sydney.taylor@mail.test,sydneytaylor,ext_1d78e619,1d78e619,cv_1d78e619,587-372-2164x17582,001-433-748-4587x14939,1999,Data Engineering,United Kingdom,British,b9d59bc3,0f39dba6,2024-07-19,2025-08-17,12,2022,Power BI,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Sydney Taylor,int:Consultant Analytics Engineer,sydney.taylor@mail.test,sydneytaylor,ext_1d78e619,1d78e619,cv_1d78e619,587-372-2164x17582,001-433-748-4587x14939,1999,Data Engineering,United Kingdom,British,7dc29269,96d2579e,2025-01-30,2025-08-09,4,2023,Power BI,AWS,Intensive 3-day workshop.,False,int:Yes,
SQL Advanced,int:Tammy Dalton,int:Senior AI Engineer,tammy.dalton@example.org,tammydalton,ext_45cd1973,45cd1973,cv_45cd1973,(936)822-9258,001-843-847-4524x55574,1993,AI/ML,United Kingdom,Danish,50c0ee68,5474ec10,2024-12-26,2024-09-22,5,2020,SQL Advanced,AWS,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Tammy Dalton,int:Senior AI Engineer,tammy.dalton@example.org,tammydalton,ext_45cd1973,45cd1973,cv_45cd1973,(936)822-9258,001-843-847-4524x55574,1993,AI/ML,United Kingdom,Danish,eca52451,6c679aad,2025-06-25,2024-11-06,12,2024,SQL Advanced,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Tammy Dalton,int:Senior AI Engineer,tammy.dalton@example.org,tammydalton,ext_45cd1973,45cd1973,cv_45cd1973,(936)822-9258,001-843-847-4524x55574,1993,AI/ML,United Kingdom,Danish,133c7dc2,faed18e0,2024-11-19,2024-11-12,10,2018,Power BI,AWS,,False,int:Yes,
Power BI,int:Tammy Dalton,int:Senior AI Engineer,tammy.dalton@example.org,tammydalton,ext_45cd1973,45cd1973,cv_45cd1973,(936)822-9258,001-843-847-4524x55574,1993,AI/ML,United Kingdom,Danish,21151143,99146733,2024-09-24,2024-03-18,5,2022,Power BI,Udemy,,False,int:No,
Azure Fundamentals,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_bce0074f,bce0074f,cv_bce0074f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,Norwegian,08808acf,6029b614,2024-06-21,2025-09-02,8,2024,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_bce0074f,bce0074f,cv_bce0074f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,Norwegian,c0da98fd,c9337a97,2025-08-19,2024-03-05,10,2023,SQL Advanced,Internal,Intensive 3-day workshop.,False,int:No,
AWS Solutions Architect,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_bce0074f,bce0074f,cv_bce0074f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,Norwegian,1764ba0b,c806388b,2025-04-26,2025-10-10,3,2018,AWS Solutions Architect,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_bce0074f,bce0074f,cv_bce0074f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,Norwegian,fcedd1a9,1060bf94,2025-04-08,2024-01-07,6,2021,Power BI,AWS,,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_bce0074f,bce0074f,cv_bce0074f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,Norwegian,adf5ea84,7bc48078,2024-04-20,2025-01-20,1,2022,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Jennifer Whitney,int:Associate Backend Engineer,jennifer.whitney@example.com,jenniferwhitney,ext_bce0074f,bce0074f,cv_bce0074f,001-660-760-6527x40334,9566658833,1978,Software Engineering,Australia,Norwegian,69451f11,dfad039f,2024-08-10,2025-08-08,5,2020,Databricks Lakehouse,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Tammy Ballard,int:Senior Data Engineer,tammy.ballard@example.org,tammyballard,ext_52ba3185,52ba3185,cv_52ba3185,813-925-7970,649.796.0105,2001,Data Engineering,USA,Swedish,96580fc6,cd6136e3,2024-04-18,2024-09-07,3,2020,Azure Fundamentals,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Tammy Ballard,int:Senior Data Engineer,tammy.ballard@example.org,tammyballard,ext_52ba3185,52ba3185,cv_52ba3185,813-925-7970,649.796.0105,2001,Data Engineering,USA,Swedish,6f756aa5,2a516af0,2024-07-24,2024-09-06,3,2019,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Tammy Ballard,int:Senior Data Engineer,tammy.ballard@example.org,tammyballard,ext_52ba3185,52ba3185,cv_52ba3185,813-925-7970,649.796.0105,2001,Data Engineering,USA,Swedish,4eea8dca,4a77a316,2025-04-04,2025-08-21,5,2022,Databricks Lakehouse,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
