Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,Updated,Updated by owner,Name,Description,Highlighted
Analyst,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_ae449425,ae449425,cv_ae449425,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,2024-02-16,2024-05-29,Analyst,High-level role on multiple projects.,True
Architect,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_ae449425,ae449425,cv_ae449425,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,2025-08-24,2024-08-08,Architect,High-level role on multiple projects.,True
Manager,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_ae449425,ae449425,cv_ae449425,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,2025-02-04,2025-03-03,Manager,High-level role on multiple projects.,True
Tech Lead,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_ba581d2a,ba581d2a,cv_ba581d2a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,2025-10-13,2024-01-17,Tech Lead,High-level role on multiple projects.,False
Developer,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_ba581d2a,ba581d2a,cv_ba581d2a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,2025-10-22,2024-11-01,Developer,High-level role on multiple projects.,True
Architect,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_dca7d868,dca7d868,cv_dca7d868,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,2024-04-10,2023-12-02,Architect,High-level role on multiple projects.,False
Developer,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_dca7d868,dca7d868,cv_dca7d868,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,2024-01-05,2024-06-19,Developer,High-level role on multiple projects.,True
Manager,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_9bc61ae8,9bc61ae8,cv_9bc61ae8,728-519-6482,310-860-9209,1969,Architecture,India,Norwegian,2025-06-22,2024-10-08,Manager,High-level role on multiple projects.,False
Analyst,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_9bc61ae8,9bc61ae8,cv_9bc61ae8,728-519-6482,310-860-9209,1969,Architecture,India,Norwegian,2025-09-02,2025-01-31,Analyst,High-level role on multiple projects.,True
Architect,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_9bc61ae8,9bc61ae8,cv_9bc61ae8,728-519-6482,310-860-9209,1969,Architecture,India,Norwegian,2025-10-10,2024-06-22,Architect,High-level role on multiple projects.,True
Architect,int:Lisa Pierce,int:Consultant Data Platform Engineer,lisa.pierce@mail.test,lisapierce,ext_8f34683d,8f34683d,cv_8f34683d,5278523343,001-440-641-2091x17911,1972,Data Engineering,United Kingdom,British,2024-11-18,2025-05-11,Architect,High-level role on multiple projects.,True
Tech Lead,int:Lisa Pierce,int:Consultant Data Platform Engineer,lisa.pierce@mail.test,lisapierce,ext_8f34683d,8f34683d,cv_8f34683d,5278523343,001-440-641-2091x17911,1972,Data Engineering,United Kingdom,British,2024-02-20,2024-11-22,Tech Lead,High-level role on multiple projects.,False
Manager,int:Shawn Edwards,int:Senior Analytics Engineer,shawn.edwards@example.com,shawnedwards,ext_7a4ff05c,7a4ff05c,cv_7a4ff05c,321-917-5361x706,+1-213-366-5722x4029,1969,Data Engineering,USA,Swedish,2025-09-20,2024-11-27,Manager,High-level role on multiple projects.,False
Developer,int:Shawn Edwards,int:Senior Analytics Engineer,shawn.edwards@example.com,shawnedwards,ext_7a4ff05c,7a4ff05c,cv_7a4ff05c,321-917-5361x706,+1-213-366-5722x4029,1969,Data Engineering,USA,Swedish,2024-08-28,2025-05-20,Developer,High-level role on multiple projects.,True
Developer,int:Marcus Cordova,int:Consultant Backend Engineer,marcus.cordova@example.org,marcuscordova,ext_17b94680,17b94680,cv_17b94680,257-499-8028x41390,451.630.5231,1987,Software Engineering,Australia,British,2024-04-03,2025-04-26,Developer,High-level role on multiple projects.,False
Analyst,int:Marcus Cordova,int:Consultant Backend Engineer,marcus.cordova@example.org,marcuscordova,ext_17b94680,17b94680,cv_17b94680,257-499-8028x41390,451.630.5231,1987,Software Engineering,Australia,British,2025-08-21,2024-03-02,Analyst,High-level role on multiple projects.,True
Manager,int:Marcus Cordova,int:Consultant Backend Engineer,marcus.cordova@example.org,marcuscordova,ext_17b94680,17b94680,cv_17b94680,257-499-8028x41390,451.630.5231,1987,Software Engineering,Australia,British,2025-09-26,2024-10-12,Manager,,False
Manager,int:Richard Robertson,int:Associate .NET Engineer,richard.robertson@mail.test,richardrobertson,ext_882d45e9,882d45e9,cv_882d45e9,573-615-8477x686,(534)961-9942,1974,Software Engineering,India,Swedish,2023-11-28,2024-08-07,Manager,High-level role on multiple projects.,False
Architect,int:Richard Robertson,int:Associate .NET Engineer,richard.robertson@mail.test,richardrobertson,ext_882d45e9,882d45e9,cv_882d45e9,573-615-8477x686,(534)961-9942,1974,Software Engineering,India,Swedish,2023-12-04,2025-06-21,Architect,High-level role on multiple projects.,True
Developer,int:Richard Robertson,int:Associate .NET Engineer,richard.robertson@mail.test,richardrobertson,ext_882d45e9,882d45e9,cv_882d45e9,573-615-8477x686,(534)961-9942,1974,Software Engineering,India,Swedish,2024-04-17,2025-06-08,Developer,High-level role on multiple projects.,True
Analyst,int:Vanessa Sandoval,int:Principal Backend Engineer,vanessa.sandoval@example.org,vanessasandoval,ext_8b631094,8b631094,cv_8b631094,(776)394-5919x66395,220.384.9649x856,2002,Software Engineering,Ireland,Swedish,2025-09-02,2025-04-12,Analyst,High-level role on multiple projects.,False
Architect,int:Vanessa Sandoval,int:Principal Backend Engineer,vanessa.sandoval@example.org,vanessasandoval,ext_8b631094,8b631094,cv_8b631094,(776)394-5919x66395,220.384.9649x856,2002,Software Engineering,Ireland,Swedish,2024-11-03,2025-07-09,Architect,High-level role on multiple projects.,False
Tech Lead,int:Vanessa Sandoval,int:Principal Backend Engineer,vanessa.sandoval@example.org,vanessasandoval,ext_8b631094,8b631094,cv_8b631094,(776)394-5919x66395,220.384.9649x856,2002,Software Engineering,Ireland,Swedish,2024-12-20,2025-05-12,Tech Lead,High-level role on multiple projects.,True
Tech Lead,int:Amy Gutierrez,int:Principal .NET Engineer,amy.gutierrez@example.com,amygutierrez,ext_4f2e2b96,4f2e2b96,cv_4f2e2b96,(756)425-3135,001-851-605-0537x95381,1985,Software Engineering,United Kingdom,Swedish,2025-10-02,2025-08-27,Tech Lead,High-level role on multiple projects.,False
Manager,int:Amy Gutierrez,int:Principal .NET Engineer,amy.gutierrez@example.com,amygutierrez,ext_4f2e2b96,4f2e2b96,cv_4f2e2b96,(756)425-3135,001-851-605-0537x95381,1985,Software Engineering,United Kingdom,Swedish,2025-08-22,2025-08-26,Manager,High-level role on multiple projects.,True
Architect,int:Jacob Cox,int:Principal DevOps Engineer,jacob.cox@example.com,jacobcox,ext_62373579,62373579,cv_62373579,+1-738-731-8491x966,330.977.0461,1994,Cloud Engineering,Slovenia,Norwegian,2025-05-19,2025-03-26,Architect,High-level role on multiple projects.,True
Tech Lead,int:Jacob Cox,int:Principal DevOps Engineer,jacob.cox@example.com,jacobcox,ext_62373579,62373579,cv_62373579,+1-738-731-8491x966,330.977.0461,1994,Cloud Engineering,Slovenia,Norwegian,2024-09-25,2024-09-19,Tech Lead,High-level role on multiple projects.,True
Developer,int:Jacob Cox,int:Principal DevOps Engineer,jacob.cox@example.com,jacobcox,ext_62373579,62373579,cv_62373579,+1-738-731-8491x966,330.977.0461,1994,Cloud Engineering,Slovenia,Norwegian,2024-04-15,2024-03-10,Developer,High-level role on multiple projects.,True
Architect,int:Katherine Garrett,int:Consultant Data Architect,katherine.garrett@example.org,katherinegarrett,ext_9c6139a1,9c6139a1,cv_9c6139a1,(295)296-3904,342.860.8805x017,1983,Architecture,United Kingdom,Danish,2025-01-25,2024-05-08,Architect,High-level role on multiple projects.,True
Manager,int:Kathleen Harris,int:Consultant DevOps Engineer,kathleen.harris@example.org,kathleenharris,ext_13ba0517,13ba0517,cv_13ba0517,001-644-955-6185x7906,515.491.0300x2156,1970,Cloud Engineering,Ireland,Danish,2024-12-23,2025-05-19,Manager,High-level role on multiple projects.,True
Analyst,int:Kathleen Harris,int:Consultant DevOps Engineer,kathleen.harris@example.org,kathleenharris,ext_13ba0517,13ba0517,cv_13ba0517,001-644-955-6185x7906,515.491.0300x2156,1970,Cloud Engineering,Ireland,Danish,2024-02-23,2025-06-25,Analyst,High-level role on multiple projects.,True
Architect,int:Kathleen Harris,int:Consultant DevOps Engineer,kathleen.harris@example.org,kathleenharris,ext_13ba0517,13ba0517,cv_13ba0517,001-644-955-6185x7906,515.491.0300x2156,1970,Cloud Engineering,Ireland,Danish,2024-04-04,2025-05-25,Architect,,True
Manager,int:Andrea Pennington,int:Consultant Analytics Engineer,andrea.pennington@example.com,andreapennington,ext_9314cf15,9314cf15,cv_9314cf15,235-680-0401,945-396-4229,1983,Data Engineering,United Kingdom,Polish,2024-12-31,2024-03-04,Manager,High-level role on multiple projects.,True
Analyst,int:Samuel Wolfe,int:Principal MLOps Engineer,samuel.wolfe@example.com,samuelwolfe,ext_dd752c62,dd752c62,cv_dd752c62,(552)996-7188,+1-374-357-3144x15833,1992,Data Engineering,Ireland,Swedish,2024-07-06,2025-09-21,Analyst,,False
Developer,int:Samuel Wolfe,int:Principal MLOps Engineer,samuel.wolfe@example.com,samuelwolfe,ext_dd752c62,dd752c62,cv_dd752c62,(552)996-7188,+1-374-357-3144x15833,1992,Data Engineering,Ireland,Swedish,2024-05-05,2024-02-04,Developer,,True
Manager,int:David Dudley,int:Senior MLOps Engineer,david.dudley@mail.test,daviddudley,ext_4bf3418a,4bf3418a,cv_4bf3418a,703.603.7637x1539,001-572-881-2356x798,1975,Data Engineering,India,Danish,2024-08-19,2025-10-10,Manager,High-level role on multiple projects.,False
Tech Lead,int:Chelsea Allen,int:Associate Solution Architect,chelsea.allen@example.org,chelseaallen,ext_1c063d2a,1c063d2a,cv_1c063d2a,914.362.4912,001-313-307-2407x8754,1983,Architecture,Ireland,British,2025-06-24,2024-01-09,Tech Lead,,False
Developer,int:Chelsea Allen,int:Associate Solution Architect,chelsea.allen@example.org,chelseaallen,ext_1c063d2a,1c063d2a,cv_1c063d2a,914.362.4912,001-313-307-2407x8754,1983,Architecture,Ireland,British,2025-05-07,2024-11-12,Developer,High-level role on multiple projects.,True
Architect,int:Chelsea Allen,int:Associate Solution Architect,chelsea.allen@example.org,chelseaallen,ext_1c063d2a,1c063d2a,cv_1c063d2a,914.362.4912,001-313-307-2407x8754,1983,Architecture,Ireland,British,2024-07-16,2024-06-29,Architect,High-level role on multiple projects.,False
Manager,int:Eric Pierce,int:Senior Data Scientist,eric.pierce@example.org,ericpierce,ext_2fed8586,2fed8586,cv_2fed8586,(763)326-8685x074,6669343629,1973,AI/ML,USA,Polish,2025-06-23,2024-08-15,Manager,High-level role on multiple projects.,True
Architect,int:Andrea Davis,int:Senior Frontend Engineer,andrea.davis@mail.test,andreadavis,ext_d51f2ec0,d51f2ec0,cv_d51f2ec0,361.603.1310x09431,596.466.1347,1995,Software Engineering,Australia,British,2025-04-26,2024-07-10,Architect,High-level role on multiple projects.,True
Manager,int:Andrea Davis,int:Senior Frontend Engineer,andrea.davis@mail.test,andreadavis,ext_d51f2ec0,d51f2ec0,cv_d51f2ec0,361.603.1310x09431,596.466.1347,1995,Software Engineering,Australia,British,2024-08-30,2024-11-27,Manager,High-level role on multiple projects.,False
Analyst,int:Andrea Davis,int:Senior Frontend Engineer,andrea.davis@mail.test,andreadavis,ext_d51f2ec0,d51f2ec0,cv_d51f2ec0,361.603.1310x09431,596.466.1347,1995,Software Engineering,Australia,British,2024-05-19,2024-07-11,Analyst,High-level role on multiple projects.,False
Architect,int:Victoria Durham,int:Principal .NET Engineer,victoria.durham@mail.test,victoriadurham,ext_58a35af4,58a35af4,cv_58a35af4,954.694.0128,001-832-751-2257x207,1976,Software Engineering,United Kingdom,Danish,2025-06-04,2024-04-30,Architect,High-level role on multiple projects.,False
Analyst,int:Victoria Durham,int:Principal .NET Engineer,victoria.durham@mail.test,victoriadurham,ext_58a35af4,58a35af4,cv_58a35af4,954.694.0128,001-832-751-2257x207,1976,Software Engineering,United Kingdom,Danish,2023-12-17,2024-07-14,Analyst,,True
Manager,int:Victoria Durham,int:Principal .NET Engineer,victoria.durham@mail.test,victoriadurham,ext_58a35af4,58a35af4,cv_58a35af4,954.694.0128,001-832-751-2257x207,1976,Software Engineering,United Kingdom,Danish,2025-06-16,2025-05-14,Manager,High-level role on multiple projects.,True
Developer,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_545305de,545305de,cv_545305de,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,2024-03-17,2024-12-30,Developer,High-level role on multiple projects.,False
Architect,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_545305de,545305de,cv_545305de,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,2023-12-05,2025-03-29,Architect,High-level role on multiple projects.,True
Developer,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_ee56e441,ee56e441,cv_ee56e441,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,2025-11-15,2025-04-17,Developer,High-level role on multiple projects.,True
Analyst,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_ee56e441,ee56e441,cv_ee56e441,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,2024-01-21,2025-11-15,Analyst,High-level role on multiple projects.,True
Manager,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_ee56e441,ee56e441,cv_ee56e441,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,2025-05-13,2024-12-02,Manager,High-level role on multiple projects.,False
Analyst,int:Jennifer Hicks,int:Senior Python Developer,jennifer.hicks@example.com,jenniferhicks,ext_0321eeea,0321eeea,cv_0321eeea,3396653136,+1-587-282-4556x9644,1978,Data Engineering,India,Danish,2024-08-26,2025-01-30,Analyst,,True
Manager,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_72c4d95a,72c4d95a,cv_72c4d95a,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,British,2024-05-09,2025-05-28,Manager,High-level role on multiple projects.,True
Analyst,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_72c4d95a,72c4d95a,cv_72c4d95a,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,British,2024-10-20,2025-05-06,Analyst,,False
Tech Lead,int:Tina Sanchez,int:Consultant Databricks Engineer,tina.sanchez@example.com,tinasanchez,ext_29bc25c1,29bc25c1,cv_29bc25c1,641.240.7034x9107,(550)804-2548x82142,1991,Data Engineering,Ireland,Danish,2024-12-21,2025-03-01,Tech Lead,,False
Manager,int:Andrea Reyes,int:Principal Databricks Engineer,andrea.reyes@mail.test,andreareyes,ext_ac3bd022,ac3bd022,cv_ac3bd022,001-814-830-7536,444-594-2965,1984,Data Engineering,Slovenia,Polish,2025-09-29,2023-12-06,Manager,High-level role on multiple projects.,True
Tech Lead,int:Sandra Romero,int:Associate AWS Engineer,sandra.romero@mail.test,sandraromero,ext_dd6913a6,dd6913a6,cv_dd6913a6,426-883-4414x978,(912)287-5857x56766,1984,Cloud Engineering,India,British,2024-07-13,2025-11-08,Tech Lead,High-level role on multiple projects.,True
Architect,int:Natasha Shields,int:Principal Backend Engineer,natasha.shields@mail.test,natashashields,ext_b0834993,b0834993,cv_b0834993,+1-706-412-9439,+1-289-340-6260x787,1976,Software Engineering,India,Norwegian,2024-07-18,2024-07-03,Architect,High-level role on multiple projects.,True
Manager,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_da69780f,da69780f,cv_da69780f,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,2024-04-29,2025-04-28,Manager,High-level role on multiple projects.,False
Tech Lead,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_da69780f,da69780f,cv_da69780f,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,2025-09-19,2025-05-20,Tech Lead,High-level role on multiple projects.,False
Developer,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_d875ddbd,d875ddbd,cv_d875ddbd,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,2024-12-07,2025-09-27,Developer,,True
Tech Lead,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_d875ddbd,d875ddbd,cv_d875ddbd,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,2025-10-28,2025-08-14,Tech Lead,High-level role on multiple projects.,False
Tech Lead,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_b82f4ff6,b82f4ff6,cv_b82f4ff6,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,Danish,2025-04-12,2025-07-22,Tech Lead,,True
Manager,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_b82f4ff6,b82f4ff6,cv_b82f4ff6,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,Danish,2024-08-11,2025-03-24,Manager,High-level role on multiple projects.,True
Developer,int:Justin Evans,int:Consultant Full-stack Engineer,justin.evans@example.com,justinevans,ext_bdc0c46a,bdc0c46a,cv_bdc0c46a,+1-846-261-7662x04719,001-940-697-0527,2001,Software Engineering,Spain,Norwegian,2024-09-12,2025-01-10,Developer,High-level role on multiple projects.,True
Tech Lead,int:Brenda Duarte,int:Consultant Data Platform Engineer,brenda.duarte@mail.test,brendaduarte,ext_9441b3f2,9441b3f2,cv_9441b3f2,3254883586,+1-925-495-7244x6176,1988,Data Engineering,Spain,Swedish,2024-02-16,2024-01-26,Tech Lead,High-level role on multiple projects.,True
Analyst,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_aa4a5df2,aa4a5df2,cv_aa4a5df2,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,2024-02-28,2024-06-16,Analyst,,True
Architect,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_aa4a5df2,aa4a5df2,cv_aa4a5df2,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,2024-10-11,2025-05-18,Architect,,False
Developer,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_cd43e5e2,cd43e5e2,cv_cd43e5e2,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,2024-04-29,2025-01-12,Developer,High-level role on multiple projects.,True
Manager,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_cd43e5e2,cd43e5e2,cv_cd43e5e2,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,2025-02-09,2024-10-17,Manager,High-level role on multiple projects.,False
Developer,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_ceda2751,ceda2751,cv_ceda2751,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,2024-10-03,2023-12-31,Developer,High-level role on multiple projects.,True
Manager,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_d8abb0ce,d8abb0ce,cv_d8abb0ce,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,2024-10-22,2025-04-30,Manager,High-level role on multiple projects.,False
Tech Lead,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_d8abb0ce,d8abb0ce,cv_d8abb0ce,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,2025-10-05,2024-09-06,Tech Lead,High-level role on multiple projects.,True
Analyst,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_cf8018ab,cf8018ab,cv_cf8018ab,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,2025-08-23,2025-08-06,Analyst,High-level role on multiple projects.,True
Tech Lead,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_cf8018ab,cf8018ab,cv_cf8018ab,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,2025-09-23,2025-05-19,Tech Lead,High-level role on multiple projects.,False
Developer,int:Ashley Hall,int:Senior Oracle Engineer,ashley.hall@example.org,ashleyhall,ext_48176303,48176303,cv_48176303,001-302-838-5037x19905,+1-591-787-2401x078,1990,Cloud Engineering,Australia,Polish,2024-02-20,2024-09-13,Developer,High-level role on multiple projects.,True
Tech Lead,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_75b16bd2,75b16bd2,cv_75b16bd2,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,2024-05-02,2025-08-31,Tech Lead,,True
Developer,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_75b16bd2,75b16bd2,cv_75b16bd2,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,2025-08-02,2025-07-26,Developer,High-level role on multiple projects.,True
Manager,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_75b16bd2,75b16bd2,cv_75b16bd2,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,2025-06-16,2025-11-11,Manager,High-level role on multiple projects.,False
Analyst,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_c65078dd,c65078dd,cv_c65078dd,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,2025-07-16,2024-12-01,Analyst,High-level role on multiple projects.,True
Manager,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_c65078dd,c65078dd,cv_c65078dd,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,2023-11-24,2025-06-08,Manager,High-level role on multiple projects.,False
Architect,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_c65078dd,c65078dd,cv_c65078dd,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,2024-09-06,2025-02-22,Architect,High-level role on multiple projects.,False
Developer,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_84cbc09e,84cbc09e,cv_84cbc09e,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,2025-05-09,2024-04-21,Developer,High-level role on multiple projects.,True
Analyst,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_84cbc09e,84cbc09e,cv_84cbc09e,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,2025-05-14,2024-07-24,Analyst,High-level role on multiple projects.,False
Architect,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_84cbc09e,84cbc09e,cv_84cbc09e,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,2024-09-10,2024-02-25,Architect,High-level role on multiple projects.,False
Analyst,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_9fc8236d,9fc8236d,cv_9fc8236d,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,2023-12-12,2024-07-23,Analyst,,False
Developer,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_9fc8236d,9fc8236d,cv_9fc8236d,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,2025-02-17,2024-08-01,Developer,High-level role on multiple projects.,True
Architect,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_9fc8236d,9fc8236d,cv_9fc8236d,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,2024-12-12,2025-01-28,Architect,High-level role on multiple projects.,True
Tech Lead,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_5dd21056,5dd21056,cv_5dd21056,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,2024-12-31,2024-12-30,Tech Lead,High-level role on multiple projects.,True
Developer,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_cbd2df49,cbd2df49,cv_cbd2df49,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,2024-02-21,2024-01-22,Developer,High-level role on multiple projects.,False
Analyst,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_85e57162,85e57162,cv_85e57162,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,2025-05-22,2024-07-20,Analyst,,False
Manager,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_c5bb117c,c5bb117c,cv_c5bb117c,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,2024-05-14,2025-09-17,Manager,High-level role on multiple projects.,True
Manager,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_cd3acb77,cd3acb77,cv_cd3acb77,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,2025-04-25,2023-12-09,Manager,High-level role on multiple projects.,True
Tech Lead,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_cd3acb77,cd3acb77,cv_cd3acb77,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,2025-08-08,2024-11-01,Tech Lead,High-level role on multiple projects.,True
Developer,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_cd3acb77,cd3acb77,cv_cd3acb77,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,2025-07-01,2024-07-23,Developer,,True
Manager,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_7a3328dc,7a3328dc,cv_7a3328dc,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,2025-03-20,2024-09-02,Manager,High-level role on multiple projects.,False
Tech Lead,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_7a3328dc,7a3328dc,cv_7a3328dc,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,2024-08-19,2023-11-19,Tech Lead,High-level role on multiple projects.,True
Architect,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_7a3328dc,7a3328dc,cv_7a3328dc,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,2024-06-21,2024-06-08,Architect,,False
