Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Name,Description,Highlighted
Data Mesh in Practice,int:Andrea Davis,int:Senior Frontend Engineer,andrea.davis@mail.test,andreadavis,ext_7d7909e7,7d7909e7,cv_7d7909e7,361.603.1310x09431,596.466.1347,1995,Software Engineering,Australia,British,c317fd02,1d9a5ed0,2024-06-14,2024-11-16,Data Mesh in Practice,Conference talk / blog summary.,False
Data Mesh in Practice,int:Victoria Durham,int:Principal .NET Engineer,victoria.durham@mail.test,victoriadurham,ext_7a8c2d28,7a8c2d28,cv_7a8c2d28,954.694.0128,001-832-751-2257x207,1976,Software Engineering,United Kingdom,Danish,e6e7cf9b,8c910f72,2024-01-12,2024-06-16,Data Mesh in Practice,Conference talk / blog summary.,False
Kubernetes for Data,int:Victoria Durham,int:Principal .NET Engineer,victoria.durham@mail.test,victoriadurham,ext_7a8c2d28,7a8c2d28,cv_7a8c2d28,954.694.0128,001-832-751-2257x207,1976,Software Engineering,United Kingdom,Danish,11f948a2,5b534146,2025-06-30,2025-05-24,Kubernetes for Data,Conference talk / blog summary.,False
AWS Well-Architected,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_d59ff518,d59ff518,cv_d59ff518,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,893511b5,73cac4c8,2024-06-30,2024-09-29,AWS Well-Architected,Conference talk / blog summary.,False
AWS Well-Architected,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_d59ff518,d59ff518,cv_d59ff518,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,f37787b0,25079a2f,2025-01-13,2024-03-29,AWS Well-Architected,Conference talk / blog summary.,True
Data Mesh in Practice,int:Steven Wilson,int:Principal Oracle Engineer,steven.wilson@mail.test,stevenwilson,ext_d59ff518,d59ff518,cv_d59ff518,2249120957,471.400.9438,1994,Cloud Engineering,Spain,Danish,3cb1de6e,79ab79d5,2024-11-19,2025-03-04,Data Mesh in Practice,Conference talk / blog summary.,False
Azure Fabric Basics,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_b6490010,b6490010,cv_b6490010,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,840faebf,4fd56cfe,2025-07-12,2025-04-24,Azure Fabric Basics,Conference talk / blog summary.,False
Streaming 101,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_b6490010,b6490010,cv_b6490010,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,598aecad,43358ffa,2025-04-19,2025-09-12,Streaming 101,,True
Kubernetes for Data,int:Marilyn Jimenez,int:Principal Databricks Engineer,marilyn.jimenez@example.org,marilynjimenez,ext_b6490010,b6490010,cv_b6490010,001-211-745-7758x47457,758-997-1480x2632,1982,Data Engineering,United Kingdom,Norwegian,7c176ac7,79342b5f,2024-01-26,2025-04-26,Kubernetes for Data,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Jennifer Hicks,int:Senior Python Developer,jennifer.hicks@example.com,jenniferhicks,ext_9c393c82,9c393c82,cv_9c393c82,3396653136,+1-587-282-4556x9644,1978,Data Engineering,India,Danish,22032cbc,b0040630,2025-05-09,2024-05-31,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Intro to dbt,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_e5b55f2d,e5b55f2d,cv_e5b55f2d,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,British,3a4131c9,666657e4,2024-07-24,2024-01-06,Intro to dbt,Conference talk / blog summary.,False
Intro to dbt,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_e5b55f2d,e5b55f2d,cv_e5b55f2d,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,British,ecf2874d,afa5bae0,2024-03-14,2024-06-01,Intro to dbt,,False
Streaming 101,int:Joshua Davenport,int:Senior Databricks Engineer,joshua.davenport@example.org,joshuadavenport,ext_e5b55f2d,e5b55f2d,cv_e5b55f2d,001-685-391-6795,4726728498,1976,Data Engineering,Ireland,British,347a37f5,1e92af60,2025-03-18,2025-01-07,Streaming 101,Conference talk / blog summary.,True
Data Mesh in Practice,int:Tina Sanchez,int:Consultant Databricks Engineer,tina.sanchez@example.com,tinasanchez,ext_2b10830c,2b10830c,cv_2b10830c,641.240.7034x9107,(550)804-2548x82142,1991,Data Engineering,Ireland,Danish,6b97a753,37d0ffa6,2024-06-05,2024-09-19,Data Mesh in Practice,Conference talk / blog summary.,True
Intro to dbt,int:Tina Sanchez,int:Consultant Databricks Engineer,tina.sanchez@example.com,tinasanchez,ext_2b10830c,2b10830c,cv_2b10830c,641.240.7034x9107,(550)804-2548x82142,1991,Data Engineering,Ireland,Danish,0957ed50,0b9d8562,2025-07-09,2024-08-26,Intro to dbt,Conference talk / blog summary.,True
MLOps Playbook,int:Sandra Romero,int:Associate AWS Engineer,sandra.romero@mail.test,sandraromero,ext_629aeee7,629aeee7,cv_629aeee7,426-883-4414x978,(912)287-5857x56766,1984,Cloud Engineering,India,British,b5ceee4e,6a738061,2025-11-04,2025-03-05,MLOps Playbook,Conference talk / blog summary.,False
Intro to dbt,int:Natasha Shields,int:Principal Backend Engineer,natasha.shields@mail.test,natashashields,ext_e2c11d93,e2c11d93,cv_e2c11d93,+1-706-412-9439,+1-289-340-6260x787,1976,Software Engineering,India,Norwegian,3faf7761,4353d120,2025-04-24,2024-03-23,Intro to dbt,Conference talk / blog summary.,False
Azure Fabric Basics,int:Natasha Shields,int:Principal Backend Engineer,natasha.shields@mail.test,natashashields,ext_e2c11d93,e2c11d93,cv_e2c11d93,+1-706-412-9439,+1-289-340-6260x787,1976,Software Engineering,India,Norwegian,e49894ae,affeab78,2025-10-30,2024-10-03,Azure Fabric Basics,Conference talk / blog summary.,True
MLOps Playbook,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_3c0b664e,3c0b664e,cv_3c0b664e,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,8e8efe03,de01e64e,2024-12-10,2025-03-04,MLOps Playbook,,True
Intro to dbt,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_3c0b664e,3c0b664e,cv_3c0b664e,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,f8f72ed3,74d04f30,2025-11-17,2025-10-08,Intro to dbt,Conference talk / blog summary.,True
Data Mesh in Practice,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_175a0546,175a0546,cv_175a0546,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,e9971537,0a3e2c5c,2024-02-11,2024-06-09,Data Mesh in Practice,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_175a0546,175a0546,cv_175a0546,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,8fc0c621,10555cca,2025-02-16,2025-07-12,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
MLOps Playbook,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_41080f04,41080f04,cv_41080f04,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,Danish,1838c76b,8d9aafd7,2024-10-28,2025-06-09,MLOps Playbook,Conference talk / blog summary.,True
Streaming 101,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_41080f04,41080f04,cv_41080f04,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,Danish,cee361a6,1cffdaed,2024-08-17,2024-10-15,Streaming 101,Conference talk / blog summary.,True
Modern .NET APIs,int:Justin Evans,int:Consultant Full-stack Engineer,justin.evans@example.com,justinevans,ext_71586d19,71586d19,cv_71586d19,+1-846-261-7662x04719,001-940-697-0527,2001,Software Engineering,Spain,Norwegian,f7a50754,f318c3eb,2025-10-27,2025-02-06,Modern .NET APIs,Conference talk / blog summary.,True
AWS Well-Architected,int:Justin Evans,int:Consultant Full-stack Engineer,justin.evans@example.com,justinevans,ext_71586d19,71586d19,cv_71586d19,+1-846-261-7662x04719,001-940-697-0527,2001,Software Engineering,Spain,Norwegian,beab372d,b5660d13,2025-01-14,2025-01-05,AWS Well-Architected,Conference talk / blog summary.,True
MLOps Playbook,int:Brenda Duarte,int:Consultant Data Platform Engineer,brenda.duarte@mail.test,brendaduarte,ext_bee4fa80,bee4fa80,cv_bee4fa80,3254883586,+1-925-495-7244x6176,1988,Data Engineering,Spain,Swedish,e3e6afc4,45360a69,2024-01-01,2024-07-11,MLOps Playbook,Conference talk / blog summary.,False
MLOps Playbook,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_f0e628f7,f0e628f7,cv_f0e628f7,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,f98fbfb4,678b7bf9,2024-11-27,2025-03-30,MLOps Playbook,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_f0e628f7,f0e628f7,cv_f0e628f7,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,3787e2f3,9e0e0204,2024-04-13,2025-07-24,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
MLOps Playbook,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_f0e628f7,f0e628f7,cv_f0e628f7,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,fe2a4706,3d2f1bf0,2024-06-06,2025-09-23,MLOps Playbook,Conference talk / blog summary.,True
Kubernetes for Data,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_f94b9e7f,f94b9e7f,cv_f94b9e7f,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,2eaf275f,8821bec4,2025-11-05,2025-10-23,Kubernetes for Data,Conference talk / blog summary.,False
Optimising PySpark,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_f94b9e7f,f94b9e7f,cv_f94b9e7f,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,a058a1c7,962ac1cc,2025-02-26,2024-09-25,Optimising PySpark,Conference talk / blog summary.,True
Data Mesh in Practice,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_f94b9e7f,f94b9e7f,cv_f94b9e7f,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,7fdfdc22,89a2373d,2024-01-30,2024-04-05,Data Mesh in Practice,Conference talk / blog summary.,True
Kubernetes for Data,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_e1fffbe3,e1fffbe3,cv_e1fffbe3,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,5361e25d,2714dc49,2024-04-04,2024-08-24,Kubernetes for Data,Conference talk / blog summary.,False
Kubernetes for Data,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_e1fffbe3,e1fffbe3,cv_e1fffbe3,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,24a70687,ceca0645,2024-05-14,2025-10-17,Kubernetes for Data,Conference talk / blog summary.,True
Modern .NET APIs,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_906c6a75,906c6a75,cv_906c6a75,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,90067f6d,88f4b54e,2025-06-30,2025-07-25,Modern .NET APIs,Conference talk / blog summary.,False
Data Mesh in Practice,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_906c6a75,906c6a75,cv_906c6a75,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,b46b6044,85a2b199,2024-12-26,2024-04-05,Data Mesh in Practice,Conference talk / blog summary.,True
Optimising PySpark,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_906c6a75,906c6a75,cv_906c6a75,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,f7f688fb,e06daa14,2025-10-19,2025-06-22,Optimising PySpark,Conference talk / blog summary.,True
MLOps Playbook,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_cfc87d6b,cfc87d6b,cv_cfc87d6b,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,3c21e7d2,08b16afe,2024-07-23,2025-02-11,MLOps Playbook,Conference talk / blog summary.,True
AWS Well-Architected,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_985d9ce9,985d9ce9,cv_985d9ce9,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,f86ead0d,43a6bbdf,2024-06-21,2024-11-13,AWS Well-Architected,Conference talk / blog summary.,True
Optimising PySpark,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_985d9ce9,985d9ce9,cv_985d9ce9,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,b93b4535,50a03570,2024-09-30,2024-01-07,Optimising PySpark,Conference talk / blog summary.,False
Intro to dbt,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_f428b6e6,f428b6e6,cv_f428b6e6,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,0566d45e,178fccdc,2024-07-23,2025-04-21,Intro to dbt,Conference talk / blog summary.,True
Streaming 101,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_f428b6e6,f428b6e6,cv_f428b6e6,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,893483e1,2070b03f,2024-03-04,2025-08-26,Streaming 101,Conference talk / blog summary.,True
Optimising PySpark,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_f428b6e6,f428b6e6,cv_f428b6e6,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,790e33eb,b88e7c5a,2025-07-11,2025-11-10,Optimising PySpark,Conference talk / blog summary.,False
Optimising PySpark,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_82f9ab17,82f9ab17,cv_82f9ab17,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,4f2f84d6,b1bbf17a,2025-04-23,2025-06-25,Optimising PySpark,Conference talk / blog summary.,True
MLOps Playbook,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_82f9ab17,82f9ab17,cv_82f9ab17,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,53665107,3e4a07c0,2024-02-23,2025-10-05,MLOps Playbook,Conference talk / blog summary.,False
Azure Fabric Basics,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_80a1c115,80a1c115,cv_80a1c115,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,7a15d876,187c0af6,2024-09-15,2024-11-25,Azure Fabric Basics,Conference talk / blog summary.,True
Data Mesh in Practice,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_80a1c115,80a1c115,cv_80a1c115,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,392bdbd5,b58f1e23,2025-07-13,2024-04-20,Data Mesh in Practice,Conference talk / blog summary.,True
Kubernetes for Data,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_15f8b9a9,15f8b9a9,cv_15f8b9a9,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,8f7037d9,e34c066a,2025-07-17,2025-01-12,Kubernetes for Data,Conference talk / blog summary.,True
Intro to dbt,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_15f8b9a9,15f8b9a9,cv_15f8b9a9,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,40c914c4,4a5aa095,2024-10-13,2025-08-12,Intro to dbt,Conference talk / blog summary.,False
Data Mesh in Practice,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_15f8b9a9,15f8b9a9,cv_15f8b9a9,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,a48df3bb,0484ff6d,2024-08-20,2025-07-18,Data Mesh in Practice,Conference talk / blog summary.,False
Kubernetes for Data,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_359038a7,359038a7,cv_359038a7,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,c3cc8859,863fc9d6,2023-12-30,2025-05-21,Kubernetes for Data,Conference talk / blog summary.,True
Optimising PySpark,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_359038a7,359038a7,cv_359038a7,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,05d06e36,191728bc,2024-08-21,2023-12-17,Optimising PySpark,Conference talk / blog summary.,True
Kubernetes for Data,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_25ff4aee,25ff4aee,cv_25ff4aee,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,2f2092a9,e41f2b94,2024-07-23,2024-12-03,Kubernetes for Data,Conference talk / blog summary.,False
Kubernetes for Data,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_8ad1aa55,8ad1aa55,cv_8ad1aa55,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,Polish,5ef4c897,dd29ceee,2025-09-14,2024-11-26,Kubernetes for Data,Conference talk / blog summary.,True
Azure Fabric Basics,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_8ad1aa55,8ad1aa55,cv_8ad1aa55,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,Polish,5f0b68cd,048772f3,2025-01-09,2024-06-05,Azure Fabric Basics,Conference talk / blog summary.,False
Data Mesh in Practice,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_8ad1aa55,8ad1aa55,cv_8ad1aa55,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,Polish,ca9a3b69,b805bc6f,2025-06-20,2024-07-19,Data Mesh in Practice,Conference talk / blog summary.,False
MLOps Playbook,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_1d8c861b,1d8c861b,cv_1d8c861b,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,Norwegian,46e676bc,be1e27e9,2025-08-07,2025-09-27,MLOps Playbook,Conference talk / blog summary.,False
Intro to dbt,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_1d8c861b,1d8c861b,cv_1d8c861b,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,Norwegian,367b8247,ba3f5fdb,2025-01-24,2024-07-09,Intro to dbt,Conference talk / blog summary.,True
Optimising PySpark,int:Debra Christian,int:Senior Analytics Engineer,debra.christian@example.com,debrachristian,ext_1cce8884,1cce8884,cv_1cce8884,001-521-628-8665x268,755-999-9101,1991,Data Engineering,United Kingdom,Norwegian,1f8d77e6,9cf053dd,2025-06-17,2024-09-22,Optimising PySpark,Conference talk / blog summary.,True
AWS Well-Architected,int:Debra Christian,int:Senior Analytics Engineer,debra.christian@example.com,debrachristian,ext_1cce8884,1cce8884,cv_1cce8884,001-521-628-8665x268,755-999-9101,1991,Data Engineering,United Kingdom,Norwegian,9bd246c1,81141824,2025-04-03,2025-08-15,AWS Well-Architected,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_1ae42a18,1ae42a18,cv_1ae42a18,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,Danish,2c305473,d21e92be,2025-09-12,2025-02-09,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Optimising PySpark,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_1ae42a18,1ae42a18,cv_1ae42a18,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,Danish,e36f6715,9aa6b274,2025-01-16,2024-09-22,Optimising PySpark,Conference talk / blog summary.,True
Kubernetes for Data,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_ff9f0290,ff9f0290,cv_ff9f0290,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,Norwegian,425e4f2b,f7475b60,2025-08-07,2025-06-24,Kubernetes for Data,Conference talk / blog summary.,False
Intro to dbt,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_61561611,61561611,cv_61561611,242.513.8820,4709534967,1996,Delivery Management,India,Danish,b91a4049,fde398a6,2025-05-21,2025-10-11,Intro to dbt,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_61561611,61561611,cv_61561611,242.513.8820,4709534967,1996,Delivery Management,India,Danish,8f8e69d2,23f3dbf5,2024-05-23,2025-09-28,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Modern .NET APIs,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_61561611,61561611,cv_61561611,242.513.8820,4709534967,1996,Delivery Management,India,Danish,e9367dae,98cfb9bf,2024-02-07,2025-03-09,Modern .NET APIs,Conference talk / blog summary.,False
Azure Fabric Basics,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_9716dcd3,9716dcd3,cv_9716dcd3,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,Swedish,feeb6a25,0d3548b2,2024-09-20,2025-06-14,Azure Fabric Basics,Conference talk / blog summary.,True
MLOps Playbook,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_9716dcd3,9716dcd3,cv_9716dcd3,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,Swedish,49291920,64138123,2025-08-27,2024-05-28,MLOps Playbook,Conference talk / blog summary.,False
Azure Fabric Basics,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_9716dcd3,9716dcd3,cv_9716dcd3,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,Swedish,0732c740,ea1131ea,2025-04-07,2025-07-17,Azure Fabric Basics,Conference talk / blog summary.,True
Streaming 101,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_f1ba0044,f1ba0044,cv_f1ba0044,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,23e2a38a,12156eda,2024-10-27,2025-07-29,Streaming 101,Conference talk / blog summary.,True
Azure Fabric Basics,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_f1ba0044,f1ba0044,cv_f1ba0044,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,da39e153,52aeff93,2025-08-25,2025-05-02,Azure Fabric Basics,Conference talk / blog summary.,False
Azure Fabric Basics,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_f1ba0044,f1ba0044,cv_f1ba0044,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,68d8fdcb,00ac7baa,2025-03-21,2025-07-20,Azure Fabric Basics,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Julie Hamilton,int:Principal DevOps Engineer,julie.hamilton@example.com,juliehamilton,ext_0e1838a3,0e1838a3,cv_0e1838a3,414.967.5361,515-862-7796x30448,1974,Cloud Engineering,United Kingdom,Polish,0c4f942f,23b0e3f8,2025-01-03,2024-01-29,Databricks Lakehouse Patterns,Conference talk / blog summary.,True
Azure Fabric Basics,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_03ca2b96,03ca2b96,cv_03ca2b96,8856456676,5474350476,2001,Data Engineering,United Kingdom,Polish,6ca01760,b01e8eb1,2024-11-12,2025-03-04,Azure Fabric Basics,Conference talk / blog summary.,False
Data Mesh in Practice,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_03ca2b96,03ca2b96,cv_03ca2b96,8856456676,5474350476,2001,Data Engineering,United Kingdom,Polish,eb4d4002,c38286d6,2024-02-15,2024-04-07,Data Mesh in Practice,Conference talk / blog summary.,False
Intro to dbt,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_03ca2b96,03ca2b96,cv_03ca2b96,8856456676,5474350476,2001,Data Engineering,United Kingdom,Polish,c6b22389,8fd787b6,2024-11-22,2025-05-18,Intro to dbt,Conference talk / blog summary.,True
Kubernetes for Data,int:Monique Wallace,int:Associate Azure Engineer,monique.wallace@example.org,moniquewallace,ext_f006cdb9,f006cdb9,cv_f006cdb9,+1-231-299-5298,(815)558-1083x5832,1981,Cloud Engineering,Australia,Norwegian,9f38f060,019eb3f7,2024-01-04,2025-05-15,Kubernetes for Data,Conference talk / blog summary.,False
Streaming 101,int:Heather Berger,int:Consultant Data Architect,heather.berger@example.com,heatherberger,ext_9729c355,9729c355,cv_9729c355,825-956-3830x0081,3248403304,1991,Architecture,Ireland,Danish,40c66ad2,c5b06931,2024-04-27,2024-09-29,Streaming 101,Conference talk / blog summary.,True
Optimising PySpark,int:Heather Berger,int:Consultant Data Architect,heather.berger@example.com,heatherberger,ext_9729c355,9729c355,cv_9729c355,825-956-3830x0081,3248403304,1991,Architecture,Ireland,Danish,071f54ec,1c4ec3c5,2024-09-02,2025-07-18,Optimising PySpark,,True
Streaming 101,int:Heather Berger,int:Consultant Data Architect,heather.berger@example.com,heatherberger,ext_9729c355,9729c355,cv_9729c355,825-956-3830x0081,3248403304,1991,Architecture,Ireland,Danish,62732f2c,d93abdc1,2024-09-11,2025-01-12,Streaming 101,Conference talk / blog summary.,False
Data Mesh in Practice,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_4ad5ca1e,4ad5ca1e,cv_4ad5ca1e,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,Danish,9525d91c,ef5e5fb6,2025-08-05,2025-07-22,Data Mesh in Practice,Conference talk / blog summary.,True
Azure Fabric Basics,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_4ad5ca1e,4ad5ca1e,cv_4ad5ca1e,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,Danish,2ff28672,1de6481d,2025-03-04,2025-11-15,Azure Fabric Basics,Conference talk / blog summary.,True
